H	col	frontier_in	frontier_out	wall_s	cpu_s	eff_cores	util_pct	rss_max_mb	map_wall_s	merge_wall_s	merge_frac	map_units	merge_ranges
15	15	450	181	0.08	1.1	13.75	45.8	28.2	0.03	0.05	0.625	-	-
15	16	181	78	0.05	0.5	10.00	33.3	28.2	0.03	0.03	0.600	-	-
15	17	78	36	0.03	0.1	3.33	11.1	28.2	0.02	0.01	0.333	-	-
15	18	36	16	0.02	0.0	0.00	0.0	28.2	0.01	0.00	0.000	-	-
15	19	16	6	0.01	0.0	0.00	0.0	28.2	0.01	0.00	0.000	-	-
15	20	6	0	0.00	0.0	0.00	0.0	28.2	0.00	0.00	-	-	-
16	0	1	32895	0.08	0.1	1.25	4.2	28.2	0.07	0.01	0.125	-	-
16	1	32895	804455	77.50	970.4	12.52	41.7	708.6	35.54	41.96	0.541	-	-
16	2	804455	1461703	516.39	11206.8	21.70	72.3	770.9	433.28	83.11	0.161	-	-
16	3	1461703	1499953	403.40	8712.4	21.60	72.0	851.4	333.57	69.83	0.173	-	-
16	4	1499953	1464738	270.17	5726.9	21.20	70.7	852.8	227.03	43.14	0.160	-	-
16	5	1464738	1183574	150.44	3335.9	22.17	73.9	816.2	129.07	21.37	0.142	-	-
16	6	1183574	607912	80.31	1655.5	20.61	68.7	244.0	71.59	8.72	0.109	-	-
16	7	607912	238598	24.95	523.9	21.00	70.0	98.0	21.54	3.41	0.137	-	-
16	8	238598	90819	9.35	168.4	18.01	60.0	28.2	7.91	1.44	0.154	-	-
16	9	90819	35745	3.21	55.7	17.35	57.8	28.2	2.53	0.68	0.212	-	-
16	10	35745	14436	1.33	18.5	13.91	46.4	28.2	1.02	0.31	0.233	-	-
16	11	14436	5906	0.45	6.5	14.44	48.1	28.2	0.29	0.15	0.333	-	-
16	12	5906	2415	0.21	2.6	12.38	41.3	28.2	0.11	0.10	0.476	-	-
16	13	2415	985	0.13	1.4	10.77	35.9	28.2	0.05	0.07	0.538	-	-
16	14	985	400	0.09	0.9	10.00	33.3	28.2	0.04	0.05	0.556	-	-
16	15	400	161	0.08	1.0	12.50	41.7	28.2	0.03	0.05	0.625	-	-
16	16	161	67	0.05	0.5	10.00	33.3	28.2	0.03	0.02	0.400	-	-
16	17	67	29	0.03	0.1	3.33	11.1	28.2	0.02	0.01	0.333	-	-
16	18	29	13	0.01	0.0	0.00	0.0	28.2	0.01	0.00	0.000	-	-
16	19	13	5	0.01	0.0	0.00	0.0	28.2	0.00	0.00	0.000	-	-
16	20	5	0	0.00	0.0	0.00	0.0	28.2	0.00	0.00	-	-	-
17	0	1	65791	0.16	0.2	1.25	4.2	28.2	0.14	0.02	0.125	-	-
17	1	65791	1942129	160.16	2373.7	14.82	49.4	708.5	87.44	72.72	0.454	-	-
17	2	1942129	3277919	1441.65	28272.6	19.61	65.4	751.9	1316.34	125.32	0.087	-	-
17	3	3277919	3295828	1028.50	21483.5	20.89	69.6	807.7	939.40	89.09	0.087	-	-
17	4	3295828	2826204	603.49	13849.6	22.95	76.5	834.4	558.83	44.67	0.074	-	-
17	5	2826204	1448914	311.80	7110.0	22.80	76.0	803.2	293.75	18.05	0.058	-	-
17	6	1448914	539259	105.09	2201.4	20.95	69.8	190.4	98.18	6.91	0.066	-	-
17	7	539259	196937	36.48	657.3	18.02	60.1	50.4	33.70	2.78	0.076	-	-
17	8	196937	74907	12.17	212.9	17.49	58.3	28.2	10.92	1.25	0.103	-	-
17	9	74907	29843	3.91	68.9	17.62	58.7	28.2	3.34	0.57	0.146	-	-
17	10	29843	12177	1.33	22.2	16.69	55.6	28.2	1.06	0.27	0.203	-	-
17	11	12177	5005	0.50	7.4	14.80	49.3	28.2	0.37	0.13	0.260	-	-
17	12	5005	2056	0.22	2.8	12.73	42.4	28.2	0.14	0.09	0.409	-	-
17	13	2056	844	0.13	1.6	12.31	41.0	28.2	0.06	0.07	0.538	-	-
17	14	844	346	0.09	1.1	12.22	40.7	28.2	0.04	0.06	0.667	-	-
17	15	346	142	0.07	0.7	10.00	33.3	28.2	0.03	0.04	0.571	-	-
17	16	142	58	0.05	0.4	8.00	26.7	28.2	0.03	0.03	0.600	-	-
17	17	58	24	0.02	0.1	5.00	16.7	28.2	0.02	0.01	0.500	-	-
17	18	24	10	0.01	0.0	0.00	0.0	28.2	0.01	0.00	0.000	-	-
17	19	10	4	0.01	0.0	0.00	0.0	28.2	0.00	0.00	0.000	-	-
17	20	4	0	0.00	0.0	0.00	0.0	28.2	0.00	0.00	-	-	-
18	0	1	131327	0.31	0.3	0.97	3.2	28.5	0.27	0.04	0.129	-	-
18	1	131327	4686339	351.44	6773.3	19.27	64.2	708.5	255.61	95.84	0.273	-	-
18	2	4686339	6423560	3199.53	73436.0	22.95	76.5	709.3	3056.40	143.13	0.045	-	-
18	3	6423560	6292233	2446.20	53125.1	21.72	72.4	761.1	2363.15	83.05	0.034	-	-
18	4	6292233	3317745	1292.46	29907.5	23.14	77.1	801.3	1259.42	33.04	0.026	-	-
18	5	3317745	1192187	362.40	8991.6	24.81	82.7	207.5	350.02	12.38	0.034	-	-
18	6	1192187	416684	131.55	2605.5	19.81	66.0	96.3	126.79	4.76	0.036	-	-
18	7	416684	155638	44.15	793.9	17.98	59.9	28.2	42.06	2.09	0.047	-	-
18	8	155638	61365	15.38	251.2	16.33	54.4	28.2	14.46	0.91	0.059	-	-
18	9	61365	24919	4.45	79.1	17.78	59.3	28.2	4.00	0.45	0.101	-	-
18	10	24919	10244	1.66	24.9	15.00	50.0	28.2	1.44	0.22	0.133	-	-
18	11	10244	4223	0.48	8.1	16.88	56.2	28.2	0.36	0.12	0.250	-	-
18	12	4223	1741	0.23	2.9	12.61	42.0	28.2	0.15	0.08	0.348	-	-
18	13	1741	718	0.12	1.7	14.17	47.2	28.2	0.05	0.06	0.500	-	-
18	14	718	296	0.09	1.1	12.22	40.7	28.2	0.04	0.05	0.556	-	-
18	15	296	122	0.06	0.6	10.00	33.3	28.2	0.03	0.03	0.500	-	-
18	16	122	50	0.05	0.4	8.00	26.7	28.2	0.03	0.02	0.400	-	-
18	17	50	20	0.02	0.1	5.00	16.7	28.2	0.01	0.01	0.500	-	-
18	18	20	8	0.01	0.0	0.00	0.0	28.2	0.01	0.00	0.000	-	-
18	19	8	3	0.01	0.0	0.00	0.0	28.2	0.00	0.00	0.000	-	-
18	20	3	0	0.00	0.0	0.00	0.0	28.2	0.00	0.00	-	-	-
19	0	1	262655	0.62	0.6	0.97	3.2	54.6	0.56	0.07	0.113	-	-
19	1	262655	11313826	852.22	20097.3	23.58	78.6	708.2	769.33	82.89	0.097	-	-
19	2	11313826	11991314	8450.33	186015.5	22.01	73.4	709.3	8344.96	105.37	0.012	-	-
19	3	11991314	6946817	4740.79	117085.4	24.70	82.3	709.0	4691.91	48.89	0.010	-	-
19	4	6946817	2377450	1367.02	34768.3	25.43	84.8	376.1	1350.24	16.78	0.012	-	-
19	5	2377450	808895	442.79	9159.6	20.69	69.0	97.0	436.47	6.32	0.014	-	-
19	6	808895	299947	171.80	2712.9	15.79	52.6	31.7	169.16	2.64	0.015	-	-
19	7	299947	118197	43.11	837.7	19.43	64.8	28.2	41.93	1.17	0.027	-	-
19	8	118197	47994	20.66	258.3	12.50	41.7	28.2	20.12	0.55	0.027	-	-
19	9	47994	19731	6.10	79.6	13.05	43.5	28.2	5.83	0.27	0.044	-	-
19	10	19731	8149	1.96	24.1	12.30	41.0	28.2	1.80	0.16	0.082	-	-
19	11	8149	3369	1.18	7.6	6.44	21.5	28.2	1.09	0.09	0.076	-	-
19	12	3369	1393	0.22	2.9	13.18	43.9	28.2	0.16	0.07	0.318	-	-
19	13	1393	576	0.13	1.4	10.77	35.9	28.2	0.07	0.06	0.462	-	-
19	14	576	238	0.09	1.0	11.11	37.0	28.2	0.03	0.05	0.556	-	-
19	15	238	98	0.07	0.6	8.57	28.6	28.2	0.03	0.03	0.429	-	-
19	16	98	40	0.04	0.2	5.00	16.7	28.2	0.02	0.01	0.250	-	-
19	17	40	16	0.02	0.1	5.00	16.7	28.2	0.01	0.01	0.500	-	-
19	18	16	6	0.01	0.0	0.00	0.0	28.2	0.00	0.00	0.000	-	-
19	19	6	2	0.01	0.0	0.00	0.0	28.2	0.00	0.00	0.000	-	-
19	20	2	0	0.00	0.0	0.00	0.0	28.2	0.00	0.00	-	-	-
20	0	1	524799	1.28	1.3	1.02	3.4	106.7	1.15	0.13	0.102	-	-
20	1	524799	26783455	2255.19	57583.4	25.53	85.1	707.0	2216.56	38.63	0.017	-	-
20	2	26783455	13478564	19800.36	409576.8	20.69	69.0	707.5	19762.12	38.24	0.002	-	-
20	3	13478564	4071955	5148.59	110587.7	21.48	71.6	179.9	5135.15	13.43	0.003	-	-
20	4	4071955	1340972	1158.22	25928.0	22.39	74.6	51.1	1153.64	4.58	0.004	-	-
20	5	1340972	499799	434.94	7267.2	16.71	55.7	28.4	433.14	1.80	0.004	-	-
20	6	499799	198860	130.53	2217.1	16.99	56.6	28.4	129.73	0.79	0.006	-	-
20	7	198860	81243	39.64	676.4	17.06	56.9	28.4	39.25	0.39	0.010	-	-
20	8	81243	33507	13.14	202.7	15.43	51.4	28.4	12.94	0.20	0.015	-	-
20	9	33507	13862	3.72	60.8	16.34	54.5	28.4	3.60	0.12	0.032	-	-
20	10	13862	5740	1.80	17.9	9.94	33.1	28.4	1.71	0.09	0.050	-	-
20	11	5740	2377	0.51	5.7	11.18	37.3	28.4	0.45	0.06	0.118	-	-
20	12	2377	984	0.18	2.1	11.67	38.9	28.4	0.12	0.05	0.278	-	-
20	13	984	407	0.12	1.3	10.83	36.1	28.4	0.08	0.05	0.417	-	-
20	14	407	168	0.09	0.9	10.00	33.3	28.4	0.04	0.04	0.444	-	-
20	15	168	69	0.05	0.4	8.00	26.7	28.4	0.03	0.02	0.400	-	-
20	16	69	28	0.02	0.1	5.00	16.7	28.4	0.02	0.01	0.500	-	-
20	17	28	11	0.01	0.0	0.00	0.0	28.4	0.01	0.00	0.000	-	-
20	18	11	4	0.01	0.0	0.00	0.0	28.4	0.01	0.00	0.000	-	-
20	19	4	1	0.00	0.0	0.00	0.0	28.4	0.00	0.00	-	-	-
20	20	1	0	0.00	0.0	0.00	0.0	28.4	0.00	0.00	-	-	-
